"","Hectare","Shift","Date","X","Y","Unique.Squirrel.ID","Hectare.Squirrel.Number","Age","Primary.Fur.Color","Highlight.Fur.Color","Combination.of.Primary.and.Highlight.Color","Color.notes","Location","Above.Ground.Sighter.Measurement","Specific.Location","Running","Chasing","Climbing","Eating","Foraging","Other.Activities","Kuks","Quaas","Moans","Tail.flags","Tail.twitches","Approaches","Indifferent","Runs.from","Other.Interactions","Lat.Long","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny"
"892","09G","AM",10072018,-73.9703774000082,40.7717607551555,"9G-AM-1007-01",1,"Adult","Gray","","Gray+","","Above Ground","50","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9703774000082 40.7717607551555)",97,"70º F, Humid. Cloudy.","Some","","Humans, Dogs, Horse drawn carriage. Woodpecker","Busy","",1,4,25,70,21.1,FALSE
"893","09G","PM",10072018,-73.9710288101006,40.7715777109992,"9G-PM-1007-01",1,"Adult","Gray","","Gray+","","Above Ground","2","","false","false","true","false","false","climbing (down tree)","false","false","false","false","false","false","false","false","","POINT (-73.9710288101006 40.7715777109992)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"894","09G","PM",10072018,-73.9707542189896,40.7717032986885,"9G-PM-1007-04",4,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","false","false","","POINT (-73.9707542189896 40.77170329868851)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"895","09G","PM",10072018,-73.971086588091,40.7719703235178,"9G-PM-1007-06",6,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","false","false","","POINT (-73.971086588091 40.7719703235178)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"896","09G","PM",10072018,-73.9706323458769,40.7713196034265,"9G-PM-1007-03",3,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","true","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9706323458769 40.771319603426505)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"897","09G","PM",10072018,-73.970996228532,40.7715540712285,"9G-PM-1007-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.970996228532 40.7715540712285)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"898","09G","PM",10072018,-73.9706360005275,40.7717074044466,"9G-PM-1007-05",5,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","false","true","","POINT (-73.9706360005275 40.7717074044466)",96,"81º F, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,34,81,27.2,FALSE
"899","09H","AM",10062018,-73.9695560376915,40.7708835103516,"9H-AM-1006-03",3,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.96955603769152 40.7708835103516)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"900","09H","AM",10062018,-73.9698246369929,40.7711472794488,"9H-AM-1006-04",4,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9698246369929 40.7711472794488)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"901","09H","AM",10062018,-73.9698959071826,40.7716763799299,"9H-AM-1006-05",5,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","true","false","","POINT (-73.9698959071826 40.7716763799299)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"902","09H","AM",10062018,-73.9693202078293,40.771043472925,"9H-AM-1006-01",1,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9693202078293 40.771043472925)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"903","09H","AM",10062018,-73.9690638424196,40.7713869295685,"9H-AM-1006-06",6,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","true","true","false","true","false","","POINT (-73.9690638424196 40.7713869295685)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"904","09H","AM",10062018,-73.9697160572446,40.7711445570446,"9H-AM-1006-02",2,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.96971605724461 40.7711445570446)",2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE
"905","09H","PM",10182018,-73.969553896295,40.7709884929277,"9H-PM-1018-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.969553896295 40.7709884929277)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"906","09H","PM",10182018,-73.9695569897042,40.7712062147171,"9H-PM-1018-01",1,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.96955698970422 40.7712062147171)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"907","09H","PM",10182018,-73.9692849074642,40.7708755098145,"9H-PM-1018-06",6,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","true","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9692849074642 40.7708755098145)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"908","09H","PM",10182018,-73.9692563597762,40.770904999952,"9H-PM-1018-05",5,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","true","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9692563597762 40.770904999952)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"909","09H","PM",10182018,-73.9693120090055,40.771096102012,"9H-PM-1018-07",7,"Adult","Gray","","Gray+","","","","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9693120090055 40.771096102012)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"910","09H","PM",10182018,-73.9701412231078,40.7714534088899,"9H-PM-1018-08",8,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9701412231078 40.7714534088899)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"911","09H","PM",10182018,-73.9699451196396,40.7710409982701,"9H-PM-1018-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9699451196396 40.7710409982701)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"912","09H","PM",10182018,-73.97035767623,40.7714036487747,"9H-PM-1018-09",9,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","false","false","","POINT (-73.97035767623 40.7714036487747)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"913","09H","PM",10182018,-73.9692650850957,40.7713793846002,"9H-PM-1018-03",3,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9692650850957 40.7713793846002)",242,"52º F, Sunny","","","Humans, Dogs","Busy","",1,9,21,52,11.1,FALSE
"914","09I","PM",10102018,-73.9689781843873,40.7709333833783,"9I-PM-1010-04",4,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9689781843873 40.7709333833783)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"915","09I","PM",10102018,-73.9690395363594,40.771128205027,"9I-PM-1010-01",1,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","standard coloration","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9690395363594 40.771128205027)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"916","09I","PM",10102018,-73.9689703880705,40.7712025611298,"9I-PM-1010-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","standard coloration","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.96897038807052 40.7712025611298)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"917","09I","PM",10102018,-73.9682688752331,40.7711934835539,"9I-PM-1010-06",6,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9682688752331 40.7711934835539)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"918","09I","PM",10102018,-73.9690080105286,40.7710230515054,"9I-PM-1010-03",3,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","","","","false","false","false","false","true","","false","false","false","false","false","false","true","true","","POINT (-73.9690080105286 40.7710230515054)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"919","09I","PM",10102018,-73.9685751595485,40.7709413567859,"9I-PM-1010-07",7,"Adult","Gray","White","Gray+White","","Above Ground","1","ran up tree","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9685751595485 40.7709413567859)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"920","09I","PM",10102018,-73.9686925781295,40.7705688673142,"9I-PM-1010-05",5,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9686925781295 40.7705688673142)",114,"77º F, Mostly sunny","","","Humans, Dogs","Busy","",1,7,24,77,25,FALSE
"921","10A","AM",10062018,-73.9761592532482,40.7747213585387,"10A-AM-1006-04",4,"Juvenile","Gray","","Gray+","","Above Ground","10","tree near large rock on Bridle Path","false","false","false","false","false","walking on branch","false","false","false","false","true","false","false","false","","POINT (-73.9761592532482 40.7747213585387)",8,"65º F, cloudy, light drizzle","None","","Humans, Dogs, Red Robins","Busy","",1,4,24,65,18.3,FALSE
"922","10A","AM",10062018,-73.9762494239719,40.7750175306716,"10A-AM-1006-01",1,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","near Strawberry Fields","false","false","false","true","false","eating (a peanut)","false","false","false","false","false","true","false","false","","POINT (-73.9762494239719 40.7750175306716)",8,"65º F, cloudy, light drizzle","None","","Humans, Dogs, Red Robins","Busy","",1,4,24,65,18.3,FALSE
"923","10A","AM",10062018,-73.9762246600197,40.775164077652,"10A-AM-1006-03",3,"Juvenile","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","Bridle Path lawn","false","false","false","true","false","","false","false","false","false","false","false","false","false","","POINT (-73.9762246600197 40.775164077652)",8,"65º F, cloudy, light drizzle","None","","Humans, Dogs, Red Robins","Busy","",1,4,24,65,18.3,FALSE
"924","10A","AM",10062018,-73.9762965341309,40.775112516678,"10A-AM-1006-02",2,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","Bridle Path lawn","true","false","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9762965341309 40.775112516678)",8,"65º F, cloudy, light drizzle","None","","Humans, Dogs, Red Robins","Busy","",1,4,24,65,18.3,FALSE
"925","10A","PM",10142018,-73.9761579527932,40.7755877312075,"10A-PM-1014-02",2,"Adult","Gray","Black, Cinnamon","Gray+Black, Cinnamon","","Ground Plane","FALSE","in the bushes beneath a tree","false","false","false","true","true","","false","false","false","false","true","false","true","false","","POINT (-73.9761579527932 40.7755877312075)",101,"57º F, cloudy","","","Humans, Dogs, Pigeons, Small birds, Rat, Mice","","",1,4,25,57,13.9,FALSE
"926","10A","PM",10142018,-73.9767220179725,40.7753262103123,"10A-PM-1014-03",3,"Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","","Above Ground","","above my head in tree","false","false","false","true","false","eating (in a tree)","false","false","false","false","false","false","true","false","indifferent (lots of people taking its picture,didn't bother it)","POINT (-73.9767220179725 40.7753262103123)",101,"57º F, cloudy","","","Humans, Dogs, Pigeons, Small birds, Rat, Mice","","",1,4,25,57,13.9,FALSE
"927","10A","PM",10142018,-73.9765595553183,40.7748455340432,"10A-PM-1014-04",4,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9765595553183 40.7748455340432)",101,"57º F, cloudy","","","Humans, Dogs, Pigeons, Small birds, Rat, Mice","","",1,4,25,57,13.9,FALSE
"928","10A","PM",10142018,-73.9756976076707,40.7753897331918,"10A-PM-1014-01",1,"Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","in b/w trees","false","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9756976076707 40.7753897331918)",101,"57º F, cloudy","","","Humans, Dogs, Pigeons, Small birds, Rat, Mice","","",1,4,25,57,13.9,FALSE
"929","10B","AM",10062018,-73.9748669205206,40.7743879232016,"10B-AM-1006-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9748669205206 40.7743879232016)",7172,"","Some","","Humans, Dogs, Pigeons","Busy","",2,4,35,NA,NA,FALSE
"930","10B","AM",10062018,-73.9757912350482,40.7747598621451,"10B-AM-1006-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9757912350482 40.7747598621451)",7172,"","Some","","Humans, Dogs, Pigeons","Busy","",2,4,35,NA,NA,FALSE
"931","10B","AM",10062018,-73.9752965316933,40.7752538575789,"10B-AM-1006-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","","In tree","false","false","true","false","false","","false","false","false","false","true","true","false","false","","POINT (-73.9752965316933 40.7752538575789)",7172,"","Some","","Humans, Dogs, Pigeons","Busy","",2,4,35,NA,NA,FALSE
"932","10B","AM",10062018,-73.9748706415584,40.7744174965072,"10B-AM-1006-02",2,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","","High in a tree","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9748706415584 40.7744174965072)",7172,"","Some","","Humans, Dogs, Pigeons","Busy","",2,4,35,NA,NA,FALSE
"933","10B","PM",10142018,-73.9750992564362,40.7743391883762,"10B-PM-1014-03",3,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","false","false","avoided people","POINT (-73.9750992564362 40.7743391883762)",103,"58º F, overcast cool & crisp","None","","Humans, Dogs, Pigeons, Tiny birds on trees","Busy","",1,5,25,58,14.4,TRUE
"934","10B","PM",10142018,-73.9747963162162,40.7745023355775,"10B-PM-1014-04",4,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","false","false","avoided people","POINT (-73.9747963162162 40.7745023355775)",103,"58º F, overcast cool & crisp","None","","Humans, Dogs, Pigeons, Tiny birds on trees","Busy","",1,5,25,58,14.4,TRUE
"935","10B","PM",10142018,-73.9751729403694,40.7743284123118,"10B-PM-1014-02",2,"Adult","Gray","White","Gray+White","","Above Ground","","gingko tree by traffic light in front of Strawberry Fields","false","false","false","false","true","","false","false","false","false","true","false","false","false","came over on tree to see me then disappeared","POINT (-73.9751729403694 40.7743284123118)",103,"58º F, overcast cool & crisp","None","","Humans, Dogs, Pigeons, Tiny birds on trees","Busy","",1,5,25,58,14.4,TRUE
"936","10B","PM",10142018,-73.9746229094643,40.7748467061969,"10B-PM-1014-05",5,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","false","false","avoided people","POINT (-73.9746229094643 40.7748467061969)",103,"58º F, overcast cool & crisp","None","","Humans, Dogs, Pigeons, Tiny birds on trees","Busy","",1,5,25,58,14.4,TRUE
"937","10B","PM",10142018,-73.9757436019432,40.7746064363227,"10B-PM-1014-01",1,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","on lawn in front of a tree","false","false","false","false","true","","false","false","false","false","true","false","false","false","stay on ground but went to other side of tree to hide from a dog","POINT (-73.9757436019432 40.7746064363227)",103,"58º F, overcast cool & crisp","None","","Humans, Dogs, Pigeons, Tiny birds on trees","Busy","",1,5,25,58,14.4,TRUE
"938","10C","AM",10182018,-73.9745009906157,40.7741574075364,"10C-AM-1018-01",1,"Adult","Gray","","Gray+","","Above Ground","5","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9745009906157 40.7741574075364)",242,"43º F, Sunny, Breezy","Some","","Humans, Dogs","Calm","",1,4,22,43,6.1,FALSE
"939","10C","AM",10182018,-73.9743873549635,40.7745426051392,"10C-AM-1018-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9743873549635 40.7745426051392)",242,"43º F, Sunny, Breezy","Some","","Humans, Dogs","Calm","",1,4,22,43,6.1,FALSE
"940","10C","AM",10182018,-73.9750986553543,40.7740671171292,"10C-AM-1018-03",3,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9750986553543 40.7740671171292)",242,"43º F, Sunny, Breezy","Some","","Humans, Dogs","Calm","",1,4,22,43,6.1,FALSE
"941","10C","AM",10182018,-73.9748635473782,40.7742591029151,"10C-AM-1018-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","true","false","sitting in the sun","false","false","false","false","false","false","true","false","","POINT (-73.9748635473782 40.7742591029151)",242,"43º F, Sunny, Breezy","Some","","Humans, Dogs","Calm","",1,4,22,43,6.1,FALSE
"942","10C","PM",10132018,-73.9745305540008,40.7742043234014,"10C-PM-1013-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","true","true","","POINT (-73.9745305540008 40.7742043234014)",112113,"56° F, Cloudy","Some","","Humans, Dogs, Sparrow, Starlings, Cardinals, Crows","Busy","",2,4,27,56,13.3,FALSE
"943","10C","PM",10132018,-73.974420668782,40.7749628597465,"10C-PM-1013-04",4,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","true","false","","POINT (-73.974420668782 40.7749628597465)",112113,"56° F, Cloudy","Some","","Humans, Dogs, Sparrow, Starlings, Cardinals, Crows","Busy","",2,4,27,56,13.3,FALSE
"944","10C","PM",10132018,-73.9744488584414,40.7741627220859,"10C-PM-1013-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","true","false","","POINT (-73.9744488584414 40.7741627220859)",112113,"56° F, Cloudy","Some","","Humans, Dogs, Sparrow, Starlings, Cardinals, Crows","Busy","",2,4,27,56,13.3,FALSE
"945","10C","PM",10132018,-73.973998077367,40.7739029133911,"10C-PM-1013-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","false","true","","POINT (-73.973998077367 40.7739029133911)",112113,"56° F, Cloudy","Some","","Humans, Dogs, Sparrow, Starlings, Cardinals, Crows","Busy","",2,4,27,56,13.3,FALSE
"946","10D","AM",10082018,-73.9730592548116,40.7740879251541,"10D-AM-1008-04",4,"Juvenile","Gray","","Gray+","","Above Ground","25","","false","true","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9730592548116 40.7740879251541)",250,"66º F, cloudy","Some","","Humans","Busy","",1,5,21,66,18.9,FALSE
"947","10D","AM",10082018,-73.9730115687964,40.7741018274312,"10D-AM-1008-05",5,"Juvenile","Gray","White","Gray+White","","Above Ground","25","","false","false","true","true","false","","false","false","false","false","false","false","false","false","","POINT (-73.9730115687964 40.7741018274312)",250,"66º F, cloudy","Some","","Humans","Busy","",1,5,21,66,18.9,FALSE
"948","10D","AM",10082018,-73.9729847109778,40.7740709049602,"10D-AM-1008-03",3,"Adult","Gray","White","Gray+White","","Above Ground","10","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9729847109778 40.7740709049602)",250,"66º F, cloudy","Some","","Humans","Busy","",1,5,21,66,18.9,FALSE
"949","10D","AM",10082018,-73.9729265300533,40.7741768291642,"10D-AM-1008-02",2,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9729265300533 40.7741768291642)",250,"66º F, cloudy","Some","","Humans","Busy","",1,5,21,66,18.9,FALSE
"950","10D","AM",10082018,-73.9738611257716,40.7737246779587,"10D-AM-1008-01",1,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","true","false","false","false","true","false","false","true","","POINT (-73.9738611257716 40.7737246779587)",250,"66º F, cloudy","Some","","Humans","Busy","",1,5,21,66,18.9,FALSE
"951","10D","PM",10082018,-73.9729979174723,40.7742904356698,"10D-PM-1008-01",1,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","true","false","false","true","false","","POINT (-73.9729979174723 40.7742904356698)",55,"65º F, overcast","Some","","Humans, Dogs","Busy","",1,1,18,65,18.3,FALSE
"952","10E","AM",10102018,-73.972415182837,40.773080463452,"10E-AM-1010-02",2,"Adult","Black","Gray","Black+Gray","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.972415182837 40.773080463452)",211,"71º F, Cloudy, humid","Some","","Humans, Dogs","Busy","",1,2,25,71,21.7,FALSE
"953","10E","AM",10102018,-73.9714744574918,40.7736266158925,"10E-AM-1010-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9714744574918 40.7736266158925)",211,"71º F, Cloudy, humid","Some","","Humans, Dogs","Busy","",1,2,25,71,21.7,FALSE
"954","10E","PM",10072018,-73.9720323148189,40.7729703459618,"10E-PM-1007-01",1,"Adult","Gray","","Gray+","","Above Ground","35","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9720323148189 40.7729703459618)",224,"79º F, Partly Cloudy","Some","","Humans","Busy","",1,1,24,79,26.1,FALSE
"955","10F","AM",10072018,-73.9708781504528,40.7724138070355,"10F-AM-1007-03",3,"Adult","Gray","","Gray+","","Above Ground","50","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9708781504528 40.7724138070355)",97,"71º F, Humid. Cloudy.","None","","Humans, Dogs, Pigeons, Chickadees, Tour groups","Busy","",1,3,25,71,21.7,FALSE
"956","10F","AM",10072018,-73.9708726050721,40.7723572030236,"10F-AM-1007-02",2,"Adult","Gray","","Gray+","","Above Ground","70","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9708726050721 40.7723572030236)",97,"71º F, Humid. Cloudy.","None","","Humans, Dogs, Pigeons, Chickadees, Tour groups","Busy","",1,3,25,71,21.7,FALSE
"957","10F","AM",10072018,-73.9708364583591,40.7723691587433,"10F-AM-1007-01",1,"Adult","Gray","","Gray+","","Above Ground","60","","false","false","true","false","false","","false","false","false","true","false","false","false","false","","POINT (-73.9708364583591 40.7723691587433)",97,"71º F, Humid. Cloudy.","None","","Humans, Dogs, Pigeons, Chickadees, Tour groups","Busy","",1,3,25,71,21.7,FALSE
"958","10F","PM",10192018,-73.9709991016317,40.7725756707748,"10F-PM-1019-03",3,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","Cinnamon head","Ground Plane","FALSE","Behind fence, grass","false","false","false","true","false","eating (nuts)","false","false","false","false","false","true","false","false","approaches (bad tourists w/ nuts)","POINT (-73.9709991016317 40.772575670774806)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
"959","10F","PM",10192018,-73.9710221361528,40.7724939691584,"10F-PM-1019-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","Cinnamon head & stripe","Above Ground","2","Behind fence, tree trunk","false","false","true","false","false","sitting","false","false","false","false","false","false","true","false","","POINT (-73.9710221361528 40.7724939691584)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
"960","10F","PM",10192018,-73.9708002461415,40.7726685284831,"10F-PM-1019-10",10,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","Arbor path & hill w/ bushes","true","false","false","true","true","","false","false","false","false","true","false","true","false","","POINT (-73.9708002461415 40.7726685284831)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
"961","10F","PM",10192018,-73.9711176999471,40.7724278547281,"10F-PM-1019-06",6,"Adult","Gray","White","Gray+White","","Above Ground","10","Different tree","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9711176999471 40.7724278547281)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
"962","10F","PM",10192018,-73.9710951149579,40.772501245008,"10F-PM-1019-04",4,"Adult","Black","","Black+","","Ground Plane","FALSE","Behind fence, grass","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9710951149579 40.772501245008)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
"963","10F","PM",10192018,-73.9705123624953,40.7731723757869,"10F-PM-1019-11",11,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","Grassy area","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9705123624953 40.7731723757869)",221,"58º F, Partly, Cloudy","Some","","Humans, Dogs, Pigeons","Busy","CRAZY BUSY",1,12,30,58,14.4,FALSE
