"","Hectare","Shift","Date","X","Y","Unique.Squirrel.ID","Hectare.Squirrel.Number","Age","Primary.Fur.Color","Highlight.Fur.Color","Combination.of.Primary.and.Highlight.Color","Color.notes","Location","Above.Ground.Sighter.Measurement","Specific.Location","Running","Chasing","Climbing","Eating","Foraging","Other.Activities","Kuks","Quaas","Moans","Tail.flags","Tail.twitches","Approaches","Indifferent","Runs.from","Other.Interactions","Lat.Long","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny"
"1","01A","AM",10072018,-73.9810032206428,40.7681625634979,"1A-AM-1007-01",1,"Adult","Gray","White","Gray+White","","Above Ground","7","","false","false","true","false","false","","false","false","false","false","true","false","true","false","","POINT (-73.9810032206428 40.7681625634979)",110,"70º F, Foggy","Some","","Humans, Pigeons","Busy","",1,4,22,70,21.1,FALSE
"2","01A","AM",10072018,-73.980777106431,40.7681635726316,"1A-AM-1007-02",2,"Adult","Gray","White","Gray+White","","Above Ground","11","","false","false","true","false","false","","false","false","false","false","true","false","true","false","","POINT (-73.980777106431 40.7681635726316)",110,"70º F, Foggy","Some","","Humans, Pigeons","Busy","",1,4,22,70,21.1,FALSE
"3","01A","AM",10072018,-73.9811078442462,40.767515940567,"1A-AM-1007-04",4,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9811078442462 40.767515940567)",110,"70º F, Foggy","Some","","Humans, Pigeons","Busy","",1,4,22,70,21.1,FALSE
"4","01A","AM",10072018,-73.9806905259671,40.7681152210858,"1A-AM-1007-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","false","looking in bush","false","false","false","false","false","false","true","false","","POINT (-73.9806905259671 40.7681152210858)",110,"70º F, Foggy","Some","","Humans, Pigeons","Busy","",1,4,22,70,21.1,FALSE
"5","01A","PM",10142018,-73.9808202088503,40.7682921842325,"1A-PM-1014-02",2,"Adult","Cinnamon","White","Cinnamon+White","","Above Ground","6","","false","true","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9808202088503 40.7682921842325)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"6","01A","PM",10142018,-73.9809876538513,40.7683223242143,"1A-PM-1014-05",5,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","false","true","","POINT (-73.9809876538513 40.7683223242143)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"7","01A","PM",10142018,-73.9807898224726,40.768215817511,"1A-PM-1014-04",4,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9807898224726 40.768215817511)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"8","01A","PM",10142018,-73.9808517324721,40.7683154647217,"1A-PM-1014-01",1,"Adult","Cinnamon","White","Cinnamon+White","","Above Ground","6","","false","true","false","false","false","","false","false","false","false","true","false","false","false","","POINT (-73.9808517324721 40.7683154647217)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"9","01A","PM",10142018,-73.9806928007664,40.768255422025,"1A-PM-1014-03",3,"Adult","Gray","Black","Gray+Black","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9806928007664 40.768255422025)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"10","01A","PM",10142018,-73.980919134781,40.7683772453336,"1A-PM-1014-06",6,"Juvenile","Gray","","Gray+","","Ground Plane","FALSE","","true","false","false","false","false","","true","false","false","false","false","false","false","true","","POINT (-73.980919134781 40.7683772453336)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"11","01A","PM",10142018,-73.9811218801005,40.7684406206185,"1A-PM-1014-07",7,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9811218801005 40.7684406206185)",177,"54º F, overcast","Abundant","","Humans, Pigeons","Busy","",1,7,26,54,12.2,FALSE
"12","01B","AM",10122018,-73.9800669115792,40.7676825134384,"1B-AM-1012-07",7,"Adult","Cinnamon","","Cinnamon+","","Above Ground","2","on tree trunk","false","true","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9800669115792 40.7676825134384)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"13","01B","AM",10122018,-73.9800094828465,40.7677782585639,"1B-AM-1012-04",4,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9800094828465 40.7677782585639)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"14","01B","AM",10122018,-73.9806377967573,40.7681097168268,"1B-AM-1012-15",15,"Adult","Gray","","Gray+","","Above Ground","5","","false","false","true","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9806377967573 40.7681097168268)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"15","01B","AM",10122018,-73.9801619956135,40.7678576697542,"1B-AM-1012-09",9,"Adult","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9801619956135 40.7678576697542)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"16","01B","AM",10122018,-73.980542388615,40.7682048804794,"1B-AM-1012-14",14,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","true","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.980542388615 40.7682048804794)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"17","01B","AM",10122018,-73.9803895322385,40.7680730789944,"1B-AM-1012-13",13,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9803895322385 40.7680730789944)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"18","01B","AM",10122018,-73.980854228628,40.7678702158382,"1B-AM-1012-17",17,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","true","true","true","","false","false","false","false","false","false","true","false","","POINT (-73.98085422862802 40.7678702158382)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"19","01B","AM",10122018,-73.9802376131034,40.7680707516627,"1B-AM-1012-12",12,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9802376131034 40.7680707516627)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"20","01B","AM",10122018,-73.9802079259866,40.7678723471007,"1B-AM-1012-10",10,"Juvenile","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","true","false","false","","POINT (-73.9802079259866 40.7678723471007)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"21","01B","AM",10122018,-73.9797425262459,40.7679120246352,"1B-AM-1012-02",2,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9797425262459 40.7679120246352)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"22","01B","AM",10122018,-73.980048119915,40.7676638655026,"1B-AM-1012-06",6,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","true","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.980048119915 40.7676638655026)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"23","01B","AM",10122018,-73.9806805581636,40.7681537966505,"1B-AM-1012-16",16,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","true","false","true","false","","POINT (-73.9806805581636 40.7681537966505)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"24","01B","AM",10122018,-73.9799250782277,40.7676106598889,"1B-AM-1012-03",3,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.97992507822771 40.7676106598889)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"25","01B","AM",10122018,-73.9801956082236,40.767836440957,"1B-AM-1012-08",8,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","true","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9801956082236 40.767836440957)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"26","01B","AM",10122018,-73.9801651470389,40.7677698656935,"1B-AM-1012-05",5,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","true","false","true","true","","false","false","false","false","false","false","true","false","","POINT (-73.9801651470389 40.7677698656935)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"27","01B","AM",10122018,-73.9796985410897,40.7678612835067,"1B-AM-1012-01",1,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9796985410897 40.7678612835067)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"28","01B","AM",10122018,-73.9801985977846,40.7680159511705,"1B-AM-1012-11",11,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","true","false","fighting w/ pigeons","false","false","false","false","false","false","true","false","","POINT (-73.9801985977846 40.7680159511705)",11,"60º F, sunny","Some","","Humans, Dogs, Pigeons, Horses","Busy","",1,17,23,60,15.6,FALSE
"29","01B","PM",10192018,-73.9797122322834,40.7678347587435,"1B-PM-1019-10",10,"Adult","Cinnamon","White","Cinnamon+White","","Above Ground","","Dog chased up tree","false","false","true","false","false","","false","false","false","false","true","false","false","false","","POINT (-73.97971223228342 40.7678347587435)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"30","01B","PM",10192018,-73.9807982742225,40.7678795985389,"1B-PM-1019-01",1,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9807982742225 40.7678795985389)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"31","01B","PM",10192018,-73.9802983138318,40.7676540772339,"1B-PM-1019-05",5,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9802983138318 40.7676540772339)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"32","01B","PM",10192018,-73.9802842404016,40.7678257384977,"1B-PM-1019-03",3,"Juvenile","Gray","White","Gray+White","","Above Ground","25","in tree","false","true","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.98028424040162 40.7678257384977)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"33","01B","PM",10192018,-73.9803282698463,40.7680809889384,"1B-PM-1019-09",9,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","Tree to ground","false","false","false","false","true","","false","false","false","true","false","false","true","false","","POINT (-73.9803282698463 40.7680809889384)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"34","01B","PM",10192018,-73.9799302952205,40.7677207209798,"1B-PM-1019-02",2,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9799302952205 40.7677207209798)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"35","01B","PM",10192018,-73.9804065254162,40.7681481183296,"1B-PM-1019-08",8,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9804065254162 40.7681481183296)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"36","01B","PM",10192018,-73.9801007327506,40.7677455633932,"1B-PM-1019-06",6,"Juvenile","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9801007327506 40.7677455633932)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"37","01B","PM",10192018,-73.9805927710872,40.7679989116642,"1B-PM-1019-07",7,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9805927710872 40.7679989116642)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"38","01B","PM",10192018,-73.9802840031759,40.7678599069819,"1B-PM-1019-04",4,"Juvenile","Gray","White","Gray+White","","Above Ground","25","in tree","false","true","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9802840031759 40.7678599069819)",109,"59.8º F, Sun, Cool","Some","","Humans, Dogs, Pigeons, Sparrow, Blue jay","Busy","",1,10,35,59,15,TRUE
"39","01C","AM",10122018,-73.9799441493404,40.7671499997527,"1C-AM-1012-01",1,"Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray, Black, & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","true","false","false","false","true","","POINT (-73.9799441493404 40.7671499997527)",225226,"cool, sunny","Some","","Humans, Dogs, Cats","Calm","",2,2,30,NA,NA,FALSE
"40","01C","AM",10122018,-73.9794118234651,40.7674495540569,"1C-AM-1012-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","Gray & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","","false","false","true","false","false","","false","false","false","false","true","false","false","true","","POINT (-73.9794118234651 40.7674495540569)",225226,"cool, sunny","Some","","Humans, Dogs, Cats","Calm","",2,2,30,NA,NA,FALSE
"41","01C","PM",10132018,-73.9785675798034,40.7672992405289,"1C-PM-1013-05",5,"Adult","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9785675798034 40.7672992405289)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"42","01C","PM",10132018,-73.9796470494747,40.7678370925485,"1C-PM-1013-08",8,"Adult","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9796470494747 40.7678370925485)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"43","01C","PM",10132018,-73.9793103340869,40.7678201535968,"1C-PM-1013-06",6,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9793103340869 40.76782015359681)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"44","01C","PM",10132018,-73.9796409671481,40.7679049871186,"1C-PM-1013-09",9,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","false","false","","POINT (-73.9796409671481 40.7679049871186)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"45","01C","PM",10132018,-73.9795728289645,40.7678669804787,"1C-PM-1013-07",7,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9795728289645 40.7678669804787)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"46","01C","PM",10132018,-73.979636950073,40.7677999753976,"1C-PM-1013-10",10,"Adult","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.979636950073 40.7677999753976)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"47","01C","PM",10132018,-73.9793334416378,40.7674142089209,"1C-PM-1013-02",2,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","false","true","digging","false","false","false","false","false","false","false","false","","POINT (-73.9793334416378 40.7674142089209)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"48","01C","PM",10132018,-73.9790889008147,40.7676402781925,"1C-PM-1013-01",1,"Adult","Cinnamon","Gray, White","Cinnamon+Gray, White","","Ground Plane","FALSE","","false","false","true","false","true","","false","false","false","false","false","true","false","false","","POINT (-73.9790889008147 40.7676402781925)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"49","01C","PM",10132018,-73.9791536183194,40.7672705931866,"1C-PM-1013-03",3,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9791536183194 40.7672705931866)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"50","01C","PM",10132018,-73.9794367096274,40.7672720598482,"1C-PM-1013-04",4,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9794367096274 40.7672720598482)",241,"55° F, Partly Cloudy","None","","Humans, Dogs, Pigeons, Birds","Busy","",1,10,25,55,12.8,FALSE
"51","01D","AM",10062018,-73.9786310308892,40.7669349368183,"1D-AM-1006-05",5,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","true","false","","false","false","false","false","true","false","false","false","","POINT (-73.9786310308892 40.7669349368183)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"52","01D","AM",10062018,-73.9777978497894,40.7668620784309,"1D-AM-1006-01",1,"Juvenile","Gray","White","Gray+White","","Ground Plane","FALSE","","true","false","true","false","true","","false","false","false","false","true","false","false","false","","POINT (-73.9777978497894 40.7668620784309)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"53","01D","AM",10062018,-73.9786603147149,40.7671937837017,"1D-AM-1006-09",9,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","true","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9786603147149 40.7671937837017)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"54","01D","AM",10062018,-73.9784610031588,40.7668839966177,"1D-AM-1006-07",7,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","false","false","","POINT (-73.9784610031588 40.7668839966177)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"55","01D","AM",10062018,-73.9782983634755,40.7668314364263,"1D-AM-1006-04",4,"Adult","Gray","White","Gray+White","","Above Ground","30","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9782983634755 40.7668314364263)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"56","01D","AM",10062018,-73.9781033448468,40.7666724066213,"1D-AM-1006-03",3,"Adult","Cinnamon","White","Cinnamon+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9781033448468 40.7666724066213)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"57","01D","AM",10062018,-73.9784942525972,40.7672600003683,"1D-AM-1006-06",6,"Juvenile","Gray","Cinnamon, White","Gray+Cinnamon, White","Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE","","true","false","false","false","false","tumbling","false","false","false","false","false","false","false","false","","POINT (-73.9784942525972 40.7672600003683)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"58","01D","AM",10062018,-73.9784863123685,40.7669225020831,"1D-AM-1006-08",8,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","45","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9784863123685 40.7669225020831)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"59","01D","AM",10062018,-73.9777328709928,40.7669087724668,"1D-AM-1006-02",2,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","true","false","false","false","","POINT (-73.9777328709928 40.7669087724668)",250,"66º F, cloudy, light drizzle","Some","","Humans","Calm","",1,9,35,66,18.9,FALSE
"60","01D","PM",10072018,-73.9782283921819,40.7667932602077,"1D-PM-1007-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","true","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9782283921819 40.7667932602077)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"61","01D","PM",10072018,-73.9780659679557,40.7672382282781,"1D-PM-1007-06",6,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9780659679557 40.7672382282781)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"62","01D","PM",10072018,-73.9777206733344,40.7668595585487,"1D-PM-1007-07",7,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","false","lying down","false","false","false","false","false","false","true","false","","POINT (-73.9777206733344 40.7668595585487)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"63","01D","PM",10072018,-73.978392591149,40.7668993398193,"1D-PM-1007-04",4,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.978392591149 40.7668993398193)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"64","01D","PM",10072018,-73.9784685928652,40.7669924015341,"1D-PM-1007-05",5,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9784685928652 40.7669924015341)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"65","01D","PM",10072018,-73.9783366903829,40.7668300056094,"1D-PM-1007-03",3,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","true","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9783366903829 40.7668300056094)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"66","01D","PM",10072018,-73.9775592228416,40.7668485329273,"1D-PM-1007-01",1,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9775592228416 40.7668485329273)",3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE
"67","01E","AM",10062018,-73.9773495807135,40.7664559937331,"1E-AM-1006-05",5,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","20","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9773495807135 40.7664559937331)",218,"65º F approx, misty","Some","","Humans","Calm","",1,5,26,65,18.3,FALSE
"68","01E","AM",10062018,-73.9772569909673,40.7664804797448,"1E-AM-1006-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","true","false","true","","false","false","false","false","true","false","true","false","","POINT (-73.9772569909673 40.7664804797448)",218,"65º F approx, misty","Some","","Humans","Calm","",1,5,26,65,18.3,FALSE
"69","01E","AM",10062018,-73.9775068915715,40.7664424394736,"1E-AM-1006-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9775068915715 40.7664424394736)",218,"65º F approx, misty","Some","","Humans","Calm","",1,5,26,65,18.3,FALSE
"70","01E","AM",10062018,-73.9770985425092,40.7665926744505,"1E-AM-1006-04",4,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9770985425092 40.7665926744505)",218,"65º F approx, misty","Some","","Humans","Calm","",1,5,26,65,18.3,FALSE
"71","01E","AM",10062018,-73.9777256989362,40.766623699564,"1E-AM-1006-03",3,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","false","false","","POINT (-73.9777256989362 40.766623699564)",218,"65º F approx, misty","Some","","Humans","Calm","",1,5,26,65,18.3,FALSE
"72","01E","PM",10072018,-73.9775571403892,40.7665316585198,"1E-PM-1007-03",3,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9775571403892 40.7665316585198)",3334,"80º F, Sunny","None","","Humans, Dogs, Pigeons,  Robins. Blue jays","Busy","",2,3,20,80,26.7,FALSE
